Length,Word,Pattern,Syllable_count
6,حبوبات,,
6,خارگیل,,
6,خاگینه,,
6,خدایار,,
6,خراسان,,
6,خرمالو,,
6,خرمایی,,
6,خرمشهر,,
6,خشایار,,
6,خشکبار,,
6,خطرناک,,
6,خودکار,,
6,خوراکی,,
6,خوشگلی,,
6,خیابان,,
6,دادگاه,,
6,دارابی,,
6,داربست,,
6,دارچین,,
6,دارکوب,,
6,داریوش,,
6,دبستان,,
6,دروازه,,
6,دریافت,,
6,دستمال,,
6,دستگاه,,
6,دلفینی,,
6,دماوند,,
6,دمپختک,,
6,دوازده,,
6,دومینو,,
6,دوچرخه,,
6,رامتین,,
6,راننده,,
6,راهنما,,
6,رایانه,,
6,رنگینک,,
6,روزگار,,
6,رومانی,,
6,روناسی,,
6,رونوشت,,
6,زامبیا,,
6,زانتیا,,
6,زردالو,,
6,زنگوله,,
6,زولبیا,,
6,زیبارو,,
6,زیتونی,,
6,ساربان,,
6,ساندرو,,
6,سایبری,,
6,سخنران,,
6,سرخابی,,
6,سرخالو,,
6,سفالگر,,
6,سلامتی,,
6,سمبوسه,,
6,سنجاقک,,
6,سومالی,,
6,سونامی,,
6,سیبنال,,
6,سیخونک,,
6,شترمرغ,,
6,شفتالو,,
6,شنونده,,
6,شنگرفی,,
6,شهردار,,
6,شیرینی,,
6,عنکبوت,,
6,فالوده,,
6,فرانسه,,
6,فسنجان,,
6,فلسطین,,
6,فناورد,,
6,فنلاند,,
6,فوتبال,,
6,فوتسال,,
6,فولادی,,
6,فیروزه,,
6,قابلمه,,
6,قنددان,,
6,لاستیک,,
6,لرستان,,
6,لهستان,,
6,لواشکی,,
6,ماتریس,,
6,مازیار,,
6,متالیک,,
6,مجموعه,,
6,محافظت,,
6,مرجانی,,
6,مرغابی,,
6,مسابقه,,
6,مسافرت,,
6,مستاجر,,
6,مصاحبه,,
6,معاوضه,,
6,معدنچی,,
6,مهربان,,
6,مهرگان,,
6,موبایل,,
6,موسیقی,,
6,ناراحت,,
6,نارنگی,,
6,نارگیل,,
6,ناگوار,,
6,نسکافه,,
6,نمکدان,,
6,نمکدون,,
6,نوشابه,,
6,نگهبان,,
6,نیجریه,,
6,هندبال,,
6,هنرمند,,
6,ورامین,,
6,ویتنام,,
6,پادشاه,,
6,پارکور,,
6,پاستور,,
6,پاستیل,,
6,پاسدار,,
6,پاناما,,
6,پانزده,,
6,پاپایا,,
6,پاپیون,,
6,پدافند,,
6,پرتغال,,
6,پرتقال,,
6,پرستار,,
6,پروانه,,
6,پستانک,,
6,پهلوان,,
6,پیامبر,,
6,پیشرفت,,
6,پیچیدن,,
6,پیژامه,,
6,چانگان,,
6,چهارده,,
6,کاراته,,
6,کارمند,,
6,کافینت,,
6,کامبوج,,
6,کامرون,,
6,کامیون,,
6,کرواسی,,
6,کشاورز,,
6,کشتزار,,
6,کلمبیا,,
6,کمبوزه,,
6,کمربند,,
6,کیبورد,,
6,کیچیری,,
6,گارسون,,
6,گرنادا,,
6,گل سرخ,,
6,گلستان,,
6,گوساله,,
6,گوسفند,,
6,گیلاسی,,
6,یارانه,,
6,یاقوتی,,
6,یاکریم,,
7,اب نبات,,
7,ابدارچی,,
7,ابراهیم,,
7,اتفاقات,,
7,اتوبخار,,
7,ارایشگر,,
7,اردوگاه,,
7,ارغوانی,,
7,اسانسور,,
7,استعداد,,
7,استقلال,,
7,استوانه,,
7,اسپانیا,,
7,انبردست,,
7,انیشتین,,
7,اوانتاژ,,
7,اکوادور,,
7,ایتالیا,,
7,اینترنت,,
7,بافندگی,,
7,بانکدار,,
7,برلیانس,,
7,بسکتبال,,
7,بلدرچین,,
7,تبلیغات,,
7,تخم مرغ,,
7,تراکتور,,
7,ترمینال,,
7,تروریست,,
7,تکواندو,,
7,جامدادی,,
7,جشنواره,,
7,جهانگرد,,
7,جوجیتسو,,
7,خانواده,,
7,خواننده,,
7,خوزستان,,
7,دارچینی,,
7,داشبورد,,
7,دامپزشک,,
7,دانشکده,,
7,دانشگاه,,
7,دانمارک,,
7,دگرگونی,,
7,دینامیت,,
7,راه پله,,
7,رختخواب,,
7,رصدخانه,,
7,رودخانه,,
7,روشنایی,,
7,زالزالک,,
7,زعفرانی,,
7,ساختمان,,
7,سرایدار,,
7,سه چرخه,,
7,شالگردن,,
7,شالیزار,,
7,شش گوشه,,
7,شله زرد,,
7,شیربرنج,,
7,شیرشکری,,
7,صربستان,,
7,عبدالله,,
7,عربستان,,
7,فراورده,,
7,فروشنده,,
7,فضانورد,,
7,فنلاندی,,
7,فیس بوک,,
7,لاجوردی,,
7,ماش پلو,,
7,ماموریت,,
7,ماهگونی,,
7,ماهیگیر,,
7,محمدرضا,,
7,مسافرکش,,
7,موریانه,,
7,موی تای,,
7,میانسال,,
7,میانمار,,
7,نیم تنه,,
7,هارمونی,,
7,هاپکیدو,,
7,هرمزگان,,
7,هفت سنگ,,
7,هندوانه,,
7,هندوراس,,
7,هنرستان,,
7,هنرپیشه,,
7,هواپیما,,
7,والیبال,,
7,ولنتاین,,
7,پارکینگ,,
7,پاسپورت,,
7,پاکستان,,
7,پرستاری,,
7,پرکلاغی,,
7,پلاستیک,,
7,پژوپارس,,
7,پیراشکی,,
7,پیشخدمت,,
7,پیشرفته,,
7,پیشنهاد,,
7,پیشکسوت,,
7,کاراموز,,
7,کارشناس,,
7,کانگورو,,
7,کردستان,,
7,کشاورزی,,
7,کلم پلو,,
7,کونگ فو,,
7,کوهستان,,
7,کیلومتر,,
7,گاوچران,,
7,گرجستان,,
7,گروهبان,,
7,گزارشگر,,
7,گله دار,,
7,یادداشت,,
7,یخبندان,,
7,یوزپلنگ,,
8,اتش نشان,,
8,ازبکستان,,
8,استخوانی,,
8,استرالیا,,
8,اموزشگاه,,
8,انگشتانه,,
8,اپارتمان,,
8,بادمجونی,,
8,بازنشسته,,
8,باله شنا,,
8,بیسیم چی,,
8,تعمیرکار,,
8,خوش نویس,,
8,دبیرستان,,
8,راهنمایی,,
8,رزایرانی,,
8,ساعت ساز,,
8,شال گردن,,
8,شنوندگان,,
8,شیشه ساز,,
8,عینک ساز,,
8,فرماندار,,
8,قایقرانی,,
8,ماکارانی,,
8,مجارستان,,
8,نهنگ ابی,,
8,چشم پزشک,,
8,کارگردان,,
8,کام کوات,,
8,کت شلوار,,
8,کره زمین,,
8,کفش جوزک,,
9,تیراندازی,,
9,روان شناس,,
9,مجسمه ساز,,
9,نخست وزیر,,
9,پیچ گوشتی,,
